MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,WetlandLoss,InadequatePlanning,PoliticalFactors,FloodProbability,Total_Risk,Infrastructure_Risk,Natural_Risk,Human_Risk,Water_Risk
8,8,7,4,7,5,7,5,5,1,2,10,7,9,4,9,3,2,4,3,0.55,110,13,21,12,22
6,8,8,4,10,5,5,9,5,8,6,3,3,6,5,3,8,7,8,0,0.585,117,11,17,22,20
5,5,6,4,5,3,2,5,3,4,4,5,2,6,9,4,2,9,3,4,0.45,90,7,20,13,16
8,4,9,3,3,6,8,5,2,3,2,7,8,5,5,5,3,10,3,4,0.515,103,8,18,9,21
4,3,6,9,2,1,4,3,6,4,2,4,3,6,7,7,7,5,3,2,0.44,88,10,17,15,13
5,5,4,2,8,2,1,6,3,5,6,4,4,3,6,6,3,7,5,7,0.46,92,11,14,15,14
2,3,5,5,6,7,6,7,8,4,1,4,6,3,7,2,7,6,2,4,0.475,95,4,12,15,16
7,3,4,6,5,6,6,3,5,7,6,1,6,6,6,5,5,8,3,5,0.515,103,8,19,18,8
6,6,5,6,3,5,6,3,5,8,4,3,10,5,3,9,5,1,5,5,0.515,103,14,14,17,11
2,3,2,6,2,5,3,4,2,2,1,5,6,4,6,9,3,5,4,7,0.405,81,13,12,10,11
6,4,6,1,0,8,6,4,5,3,1,8,3,3,5,7,1,5,2,5,0.415,83,9,14,4,18
4,6,2,3,4,7,7,5,6,5,4,12,6,2,4,6,3,6,3,4,0.495,99,9,10,12,19
2,10,5,3,3,0,6,4,7,3,3,10,7,4,4,4,6,3,4,4,0.46,92,8,10,9,19
7,6,5,5,2,6,5,3,6,2,7,5,5,7,5,11,2,5,5,6,0.525,105,16,19,9,13
3,4,4,3,8,6,6,5,4,3,9,3,7,4,4,3,7,2,9,5,0.495,99,12,11,14,12
6,6,9,5,4,3,5,3,4,7,6,5,4,2,7,5,4,8,4,7,0.52,104,9,15,16,17
9,4,3,5,3,6,9,3,0,10,6,5,3,3,8,4,5,7,3,5,0.505,101,7,20,18,11
4,4,3,12,4,2,8,6,3,5,6,7,6,5,6,4,6,6,8,4,0.545,109,12,15,21,16
2,4,3,8,6,6,8,7,5,5,8,3,1,5,6,2,5,6,7,3,0.5,100,9,13,19,13
6,10,7,4,6,5,3,5,3,6,6,8,4,7,5,7,6,8,8,4,0.59,118,15,18,16,20
3,7,6,9,4,4,5,2,5,6,7,3,6,6,4,3,2,7,4,3,0.48,96,7,13,19,11
9,4,4,4,3,5,4,5,4,9,3,3,6,3,6,1,9,11,2,3,0.49,98,3,18,16,12
6,5,5,4,4,8,4,2,6,3,3,4,6,8,7,7,9,5,4,4,0.52,104,11,21,11,11
4,5,6,11,5,8,5,10,7,2,6,3,5,6,6,10,5,8,5,4,0.605,121,15,16,18,19
4,5,5,6,3,4,6,3,4,5,5,8,1,3,8,11,3,4,7,7,0.51,102,18,15,14,16
7,5,2,3,4,5,5,4,11,4,6,5,4,5,3,7,4,7,4,4,0.495,99,11,15,11,11
6,1,4,2,4,9,0,6,3,7,6,3,8,5,7,8,4,3,5,4,0.475,95,13,18,13,13
6,4,6,5,3,4,3,4,2,2,4,5,6,6,3,6,6,2,6,10,0.465,93,12,15,10,15
3,8,6,3,5,3,2,7,2,5,6,6,5,2,7,3,3,8,4,7,0.475,95,7,12,13,19
4,7,3,5,4,8,3,1,1,5,5,6,5,4,6,5,3,4,10,4,0.465,93,15,14,14,10
4,2,4,4,3,4,1,11,6,5,5,10,6,6,6,6,4,2,6,8,0.515,103,12,16,12,25
1,4,0,3,10,11,3,5,1,9,4,5,6,1,6,5,4,6,4,7,0.475,95,9,8,22,10
6,5,5,4,2,4,3,2,8,4,2,5,7,3,5,8,4,5,5,3,0.45,90,13,14,10,12
4,2,1,3,4,0,5,6,3,11,11,7,9,6,7,9,3,5,2,3,0.505,101,11,17,18,14
5,8,5,4,5,10,4,7,5,5,7,9,5,2,4,6,3,6,4,4,0.54,108,10,11,14,21
6,6,6,6,4,5,5,5,3,4,5,9,1,3,8,5,5,5,6,2,0.495,99,11,17,14,20
5,4,4,2,7,8,8,2,6,6,10,4,1,8,7,2,7,7,7,6,0.555,111,9,20,15,10
4,5,4,5,6,7,8,8,6,3,4,8,6,3,3,5,7,4,5,2,0.515,103,10,10,14,20
4,8,6,3,3,10,5,9,4,6,5,0,7,6,4,4,8,5,5,2,0.52,104,9,14,12,15
4,4,8,4,3,7,9,3,3,7,4,0,4,7,6,5,1,4,2,4,0.445,89,7,17,14,11
3,6,5,3,7,5,7,4,5,7,3,1,7,5,8,4,5,10,3,3,0.505,101,7,16,17,10
5,4,3,11,4,5,7,3,6,3,4,10,6,3,7,4,4,5,5,1,0.5,100,9,15,18,16
5,3,4,3,4,4,2,3,8,5,4,4,3,3,4,6,6,8,6,9,0.47,94,12,12,12,11
9,3,3,5,10,3,4,7,8,4,4,6,5,6,4,3,5,1,5,5,0.5,100,8,19,19,16
6,1,2,3,5,4,7,4,3,4,3,6,4,2,2,5,1,6,1,8,0.385,77,6,10,12,12
5,6,6,7,4,2,4,7,9,3,6,6,6,4,7,7,7,5,5,9,0.575,115,12,16,14,19
5,5,3,1,4,3,5,4,5,4,2,4,5,5,1,5,3,5,5,9,0.415,83,10,11,9,11
9,2,3,3,5,6,2,5,3,4,6,3,5,4,4,4,5,6,7,5,0.455,91,11,17,12,11
6,6,4,10,5,2,5,2,7,4,3,4,8,3,5,6,5,6,4,11,0.53,106,10,14,19,10
1,9,6,6,9,4,5,7,1,2,4,3,5,8,7,2,3,4,3,3,0.46,92,5,16,17,16
2,1,3,7,3,6,2,7,1,11,1,4,6,5,5,6,5,6,6,6,0.465,93,12,12,21,14
6,4,3,7,3,7,3,2,7,4,5,7,7,9,6,3,1,7,10,2,0.515,103,13,21,14,12
5,5,6,6,4,6,3,6,4,8,6,4,8,5,4,2,4,7,8,9,0.55,110,10,14,18,16
5,4,6,3,5,4,3,6,6,4,4,0,5,4,4,10,1,5,3,6,0.44,88,13,13,12,12
7,4,7,4,3,1,3,4,10,5,3,5,2,4,4,1,4,4,7,7,0.445,89,8,15,12,16
5,4,3,5,4,9,4,8,4,2,5,5,5,4,5,7,4,8,7,3,0.505,101,14,14,11,16
5,6,10,7,4,4,7,5,6,4,4,5,4,1,3,2,7,2,6,4,0.48,96,8,9,15,20
4,3,5,4,2,5,4,5,5,3,9,5,3,4,7,6,9,5,7,2,0.485,97,13,15,9,15
6,3,6,2,6,7,0,4,2,5,9,4,5,3,3,2,7,2,2,1,0.395,79,4,12,13,14
4,2,8,5,6,4,3,2,5,9,5,7,4,3,3,6,4,3,7,3,0.465,93,13,10,20,17
6,7,7,7,5,4,1,7,6,7,6,5,7,5,6,3,4,6,4,6,0.545,109,7,17,19,19
1,5,2,6,4,7,4,5,0,4,4,5,3,5,6,5,6,7,4,4,0.435,87,9,12,14,12
3,3,9,5,7,8,2,2,5,5,4,5,5,6,5,3,5,3,1,5,0.455,91,4,14,17,16
8,2,6,4,7,4,5,3,4,5,5,8,8,8,9,3,5,5,3,4,0.53,106,6,25,16,17
4,2,5,4,4,5,5,4,6,2,5,8,7,3,5,4,4,5,6,4,0.46,92,10,12,10,17
7,6,5,0,5,4,2,10,6,6,5,4,4,5,7,6,7,6,7,7,0.545,109,13,19,11,19
7,1,5,6,2,2,1,2,6,7,8,5,8,5,4,8,6,6,5,5,0.495,99,13,16,15,12
6,4,7,3,4,2,5,3,3,3,6,3,6,11,3,6,8,2,3,2,0.45,90,9,20,10,13
1,1,4,5,4,4,7,5,3,9,5,8,5,5,1,3,4,10,6,4,0.47,94,9,7,18,17
9,4,6,11,4,5,3,3,11,7,8,2,6,6,4,3,11,4,4,5,0.58,116,7,19,22,11
6,8,5,10,1,3,8,5,7,4,6,8,5,8,7,5,3,1,5,5,0.55,110,10,21,15,18
3,7,4,4,6,9,4,5,6,2,4,9,6,6,5,6,7,7,3,10,0.565,113,9,14,12,18
4,5,6,12,5,2,9,5,9,6,6,8,6,4,3,2,11,4,5,3,0.575,115,7,11,23,19
6,9,6,4,6,4,6,4,9,4,6,5,5,4,8,4,5,3,6,8,0.56,112,10,18,14,15
4,5,6,1,7,2,5,3,6,2,4,5,6,8,4,1,6,6,4,5,0.45,90,5,16,10,14
7,6,5,0,3,4,6,3,2,6,8,7,6,3,3,5,5,5,3,11,0.49,98,8,13,9,15
4,3,5,3,3,3,2,7,6,5,4,5,5,5,4,3,7,4,7,6,0.455,91,10,13,11,17
4,1,5,4,6,3,6,4,7,2,5,4,3,3,3,7,5,5,5,5,0.435,87,12,10,12,13
7,3,4,2,9,2,2,2,0,4,4,5,3,5,4,6,5,7,6,7,0.435,87,12,16,15,11
5,7,8,2,8,3,3,3,4,4,5,5,3,7,5,6,7,1,7,4,0.485,97,13,17,14,16
5,4,9,7,0,8,4,8,6,5,9,5,6,4,5,4,2,6,5,5,0.535,107,9,14,12,22
6,7,8,7,7,2,4,4,4,3,8,3,5,3,2,4,1,8,4,6,0.48,96,8,11,17,15
3,6,5,5,3,5,6,3,5,7,6,2,4,5,2,7,13,4,0,3,0.47,94,7,10,15,10
5,9,3,0,8,7,2,3,4,4,8,6,4,8,4,5,3,4,1,4,0.46,92,6,17,12,12
3,6,3,4,3,3,4,2,6,4,5,8,4,10,3,3,3,10,16,4,0.52,104,19,16,11,13
8,3,2,3,3,6,11,7,5,4,2,5,5,4,9,4,5,3,3,6,0.49,98,7,21,10,14
3,5,2,4,1,6,2,4,7,4,6,2,4,7,3,8,7,2,6,5,0.44,88,14,13,9,8
9,3,5,4,7,6,6,1,3,5,5,5,7,6,7,3,5,10,1,7,0.525,105,4,22,16,11
5,6,10,4,5,8,6,6,15,5,8,5,5,5,2,4,5,4,7,8,0.615,123,11,12,14,21
4,8,3,5,6,4,7,2,3,5,2,11,3,6,4,6,7,10,2,6,0.52,104,8,14,16,16
6,4,7,3,5,4,7,3,8,6,5,11,2,5,3,4,9,9,4,4,0.545,109,8,14,14,21
6,3,5,5,5,6,4,7,4,4,4,6,6,7,1,4,7,1,3,9,0.485,97,7,14,14,18
6,5,3,2,6,2,6,4,3,3,7,4,6,5,2,7,3,2,4,7,0.435,87,11,13,11,11
10,12,7,6,7,5,0,2,4,8,5,2,6,7,5,6,7,2,1,6,0.54,108,7,22,21,11
1,5,4,4,4,2,5,4,2,2,5,2,1,3,8,4,3,4,5,5,0.365,73,9,12,10,10
5,4,7,5,4,2,8,4,8,6,6,5,7,4,5,4,11,6,5,6,0.56,112,9,14,15,16
4,4,10,4,7,3,2,7,3,3,4,4,3,3,5,2,1,6,4,2,0.405,81,6,12,14,21
4,5,3,4,7,3,3,1,5,3,4,0,6,7,3,7,4,5,7,3,0.42,84,14,14,14,4
6,7,3,5,6,5,5,3,3,2,7,3,6,7,5,7,7,6,10,5,0.54,108,17,18,13,9
4,3,2,4,5,6,5,4,5,10,6,4,8,3,9,4,5,2,4,2,0.475,95,8,16,19,10
2,3,3,3,2,2,6,5,5,3,8,4,6,5,6,6,3,5,2,4,0.415,83,8,13,8,12
5,6,3,5,6,4,6,5,8,8,3,4,7,7,2,3,7,9,4,6,0.54,108,7,14,19,12
4,4,5,2,5,3,5,6,8,4,6,4,10,3,3,1,7,5,8,5,0.49,98,9,10,11,15
7,4,4,5,6,4,4,8,6,4,4,5,5,9,11,4,7,5,8,4,0.57,114,12,27,15,17
7,10,4,9,6,6,8,2,5,6,6,4,1,9,4,6,6,4,4,7,0.57,114,10,20,21,10
3,2,4,5,5,4,2,6,9,7,4,7,2,4,4,2,8,4,5,6,0.465,93,7,11,17,17
3,10,5,7,11,5,4,5,5,5,3,6,4,6,5,5,7,6,4,3,0.545,109,9,14,23,16
5,4,5,5,4,6,4,6,4,5,7,4,8,6,4,3,7,2,4,7,0.5,100,7,15,14,15
5,4,1,3,3,0,4,4,2,6,2,3,4,14,9,4,5,3,3,2,0.405,81,7,28,12,8
4,5,5,5,4,3,2,7,7,3,1,3,2,7,6,8,8,3,5,3,0.455,91,13,17,12,15
5,10,5,7,6,4,3,4,5,11,2,3,6,7,3,4,7,6,2,4,0.52,104,6,15,24,12
6,7,3,8,6,4,6,3,7,5,4,2,6,2,4,1,7,2,4,3,0.45,90,5,12,19,8
4,4,5,6,6,2,2,6,4,5,9,3,5,6,7,2,6,10,6,6,0.52,104,8,17,17,14
5,2,4,2,3,6,2,2,8,10,6,4,6,9,3,6,5,6,7,6,0.51,102,13,17,15,10
5,10,5,4,5,5,1,9,2,6,5,3,7,8,2,9,5,3,3,0,0.485,97,12,15,15,17
6,3,2,3,5,3,3,6,7,10,2,4,4,2,2,4,7,5,2,7,0.435,87,6,10,18,12
5,2,5,4,3,7,8,8,4,8,4,4,2,3,6,4,3,4,7,3,0.47,94,11,14,15,17
7,4,6,0,4,4,6,4,11,5,5,3,5,4,6,4,5,3,6,3,0.475,95,10,17,9,13
7,2,2,4,3,4,6,3,4,6,5,7,5,5,5,4,4,5,2,8,0.455,91,6,17,13,12
4,6,2,7,3,4,7,6,5,3,10,4,10,6,4,7,4,5,7,6,0.55,110,14,14,13,12
5,2,6,6,2,5,7,1,5,6,4,9,6,2,3,5,4,5,6,4,0.465,93,11,10,14,16
6,6,4,3,3,6,6,6,8,8,4,3,5,6,5,1,6,4,5,4,0.495,99,6,17,14,13
7,5,2,7,3,2,2,8,4,2,4,4,2,4,8,4,2,2,6,3,0.405,81,10,19,12,14
2,3,6,1,10,7,4,4,7,9,3,5,2,3,8,4,5,2,5,8,0.49,98,9,13,20,15
6,1,4,5,5,5,4,1,7,9,2,0,3,3,0,2,2,7,5,3,0.37,74,7,9,19,5
8,2,4,5,6,2,3,4,5,8,8,7,7,5,1,7,3,4,5,2,0.48,96,12,14,19,15
4,2,8,6,4,6,9,2,8,10,3,6,7,11,6,2,3,1,5,5,0.54,108,7,21,20,16
3,9,8,4,2,7,2,7,3,2,3,4,8,6,7,5,4,8,4,11,0.535,107,9,16,8,19
4,5,8,9,2,6,8,10,2,7,4,6,6,2,5,7,5,0,4,3,0.515,103,11,11,18,24
5,7,7,5,4,5,2,8,6,6,6,7,7,8,6,8,3,7,3,4,0.57,114,11,19,15,22
5,7,3,7,5,6,4,4,4,2,5,10,3,5,4,3,6,6,6,5,0.5,100,9,14,14,17
5,9,6,4,2,6,4,3,5,4,3,0,5,2,3,4,2,4,4,4,0.395,79,8,10,10,9
4,2,10,4,2,7,2,6,8,3,2,4,6,7,3,7,3,4,4,10,0.49,98,11,14,9,20
7,0,4,2,8,4,0,7,5,3,4,1,6,5,4,7,5,2,6,10,0.45,90,13,16,13,12
5,5,6,4,6,9,2,4,6,5,4,5,6,5,5,1,4,4,5,4,0.475,95,6,15,15,15
5,4,2,4,6,3,3,9,3,1,2,3,5,6,1,9,8,6,5,3,0.44,88,14,12,11,14
8,1,5,5,3,7,9,7,4,3,4,0,8,4,9,7,4,9,2,3,0.51,102,9,21,11,12
3,3,4,7,2,4,4,3,5,3,3,2,0,6,6,6,6,6,6,5,0.42,84,12,15,12,9
3,2,5,4,6,8,1,5,7,9,7,4,3,5,5,4,4,2,6,7,0.485,97,10,13,19,14
4,6,3,4,3,4,4,6,7,7,1,6,8,4,1,3,5,3,5,9,0.465,93,8,9,14,15
4,3,3,4,11,7,0,4,4,7,4,7,7,1,4,7,6,6,5,2,0.48,96,12,9,22,14
6,4,7,3,5,4,6,3,7,5,7,3,4,5,11,6,4,6,10,6,0.56,112,16,22,13,13
4,5,3,6,3,6,10,6,6,5,4,7,4,4,9,6,5,5,3,5,0.53,106,9,17,14,16
2,6,7,5,9,7,7,2,4,5,5,3,5,6,6,2,8,10,8,6,0.565,113,10,14,19,12
7,4,4,7,5,6,5,1,9,3,2,3,5,3,5,5,1,5,4,3,0.435,87,9,15,15,8
2,6,7,7,3,6,4,8,7,14,7,3,4,1,4,4,3,7,4,13,0.57,114,8,7,24,18
3,8,7,6,8,4,6,7,3,1,7,5,5,2,5,8,3,5,5,1,0.495,99,13,10,15,19
4,6,4,5,2,2,6,7,3,5,3,8,6,7,5,3,3,4,7,1,0.455,91,10,16,12,19
5,5,5,6,3,4,5,5,7,5,6,2,5,1,5,8,3,1,6,10,0.485,97,14,11,14,12
5,3,4,6,4,4,2,3,4,4,5,5,7,9,10,4,5,3,11,5,0.515,103,15,24,14,12
3,7,5,5,2,6,6,5,5,3,5,3,3,2,6,7,3,4,6,3,0.445,89,13,11,10,13
6,3,4,8,3,3,4,7,7,8,5,6,4,2,4,3,6,10,4,2,0.495,99,7,12,19,17
5,6,3,6,6,5,4,6,5,6,7,6,6,3,6,2,5,6,3,6,0.51,102,5,14,18,15
3,6,2,2,3,3,0,5,3,3,8,5,1,1,1,10,9,4,2,2,0.365,73,12,5,8,12
10,6,6,6,2,7,5,4,6,4,6,4,4,3,4,8,4,5,2,3,0.495,99,10,17,12,14
9,5,4,8,3,1,3,5,7,4,3,7,6,10,5,6,4,4,5,4,0.515,103,11,24,15,16
6,1,8,9,8,5,1,9,7,9,3,6,6,6,6,8,3,5,4,2,0.56,112,12,18,26,23
3,9,2,4,5,5,4,1,4,3,5,1,4,8,4,5,5,7,3,2,0.42,84,8,15,12,4
3,4,5,8,9,6,8,7,3,3,10,5,4,3,8,0,7,3,4,3,0.515,103,4,14,20,17
6,2,11,8,2,8,6,7,6,5,7,5,5,3,4,6,3,7,7,3,0.555,111,13,13,15,23
7,7,4,3,7,7,6,8,9,11,3,9,5,3,5,5,8,5,5,3,0.6,120,10,15,21,21
5,4,2,5,5,5,7,4,5,2,7,10,6,6,3,5,3,4,4,1,0.465,93,9,14,12,16
3,5,9,6,1,5,11,4,1,3,7,3,10,9,3,5,2,2,3,4,0.48,96,8,15,10,16
7,5,4,7,6,6,3,4,4,5,4,3,4,6,10,5,6,2,0,4,0.475,95,5,23,18,11
4,5,4,5,4,8,6,4,5,9,3,3,2,4,3,2,2,7,3,10,0.465,93,5,11,18,11
4,7,5,6,3,5,6,7,5,4,6,10,2,5,3,0,2,4,12,3,0.495,99,12,12,13,22
5,5,8,4,5,4,7,3,3,9,3,5,6,5,11,2,5,11,7,2,0.55,110,9,21,18,16
4,4,2,9,4,5,4,9,5,2,5,3,8,6,10,7,2,1,9,3,0.51,102,16,20,15,14
5,1,6,8,4,7,4,6,6,9,5,11,5,3,6,6,5,7,11,5,0.6,120,17,14,21,23
2,2,2,3,5,2,8,11,3,12,3,1,5,7,3,9,6,7,9,5,0.525,105,18,12,20,14
6,5,2,5,10,5,2,3,7,4,11,3,8,6,7,3,4,5,6,5,0.535,107,9,19,19,8
5,6,10,7,4,4,6,5,11,11,7,3,1,3,9,4,4,6,7,3,0.58,116,11,17,22,18
7,3,3,0,5,6,6,3,8,5,6,4,8,5,7,6,4,2,4,2,0.47,94,10,19,10,10
5,8,5,3,4,5,4,6,6,3,9,6,6,4,3,3,3,8,3,2,0.48,96,6,12,10,17
7,2,2,3,7,5,4,8,3,4,2,4,5,10,5,5,4,7,3,4,0.47,94,8,22,14,14
4,2,4,4,6,6,4,4,2,1,8,4,6,6,10,3,6,4,7,6,0.485,97,10,20,11,12
2,2,4,6,6,4,0,2,7,3,3,3,5,5,6,3,5,6,5,4,0.405,81,8,13,15,9
11,5,6,11,4,7,1,4,10,6,5,4,4,6,3,5,5,0,9,5,0.555,111,14,20,21,14
1,12,3,5,4,6,2,1,3,4,4,4,3,5,4,7,6,4,5,3,0.43,86,12,10,13,8
7,2,9,4,12,11,5,7,0,7,6,4,6,5,4,4,4,4,1,5,0.535,107,5,16,23,20
0,4,3,4,5,2,7,12,2,4,7,5,3,6,5,5,8,2,9,7,0.5,100,14,11,13,20
4,5,2,6,1,4,5,9,4,3,7,4,7,6,5,5,6,2,2,5,0.46,92,7,15,10,15
7,3,5,5,4,2,9,7,7,4,3,7,3,9,3,4,5,9,7,11,0.57,114,11,19,13,19
11,6,2,6,10,8,8,3,1,2,3,6,1,3,4,4,3,7,2,6,0.48,96,6,18,18,11
2,3,8,6,5,7,6,4,6,4,4,6,4,4,4,3,5,4,5,6,0.48,96,8,10,15,18
3,2,6,9,5,3,1,2,8,6,6,5,7,2,3,6,8,7,8,5,0.51,102,14,8,20,13
5,9,5,10,4,7,5,1,6,8,5,4,4,12,3,6,9,4,8,3,0.59,118,14,20,22,10
4,2,10,5,4,6,1,6,9,5,6,4,3,4,5,2,4,4,1,5,0.45,90,3,13,14,20
2,7,3,6,6,1,1,3,4,5,5,6,10,7,8,5,11,7,7,3,0.535,107,12,17,17,12
3,3,8,3,3,10,2,3,5,5,7,5,13,5,6,7,9,8,2,4,0.555,111,9,14,11,16
3,6,9,9,2,1,2,5,0,9,4,6,8,4,2,6,8,7,3,4,0.49,98,9,9,20,20
8,7,4,2,6,7,6,5,3,4,3,4,2,3,2,4,9,3,3,7,0.46,92,7,13,12,13
7,6,1,9,3,3,3,8,5,6,5,6,6,4,8,8,3,5,1,6,0.515,103,9,19,18,15
3,2,1,13,1,5,4,3,7,6,4,2,8,7,8,10,9,5,2,5,0.525,105,12,18,20,6
5,3,3,11,5,6,10,5,2,3,9,4,7,8,6,5,1,2,6,6,0.535,107,11,19,19,12
4,3,4,3,5,7,1,9,2,8,2,4,6,6,4,6,5,4,11,4,0.49,98,17,14,16,17
4,1,8,8,0,9,3,3,8,7,7,3,5,4,5,2,3,5,5,4,0.47,94,7,13,15,14
3,6,4,1,7,4,5,8,0,9,2,5,8,4,9,4,6,7,0,4,0.48,96,4,16,17,17
4,5,3,2,2,5,5,7,4,3,5,6,7,5,5,6,6,6,5,8,0.495,99,11,14,7,16
5,4,3,5,6,4,7,9,3,3,3,5,7,2,1,7,2,2,8,4,0.45,90,15,8,14,17
6,6,5,5,6,0,6,5,6,7,5,5,3,5,2,4,9,5,6,2,0.49,98,10,13,18,15
7,9,5,2,4,3,8,10,4,3,5,1,9,6,3,5,9,5,2,4,0.52,104,7,16,9,16
5,2,5,6,2,6,5,4,6,3,3,5,2,10,2,4,11,6,5,13,0.525,105,9,17,11,14
2,7,6,6,6,3,4,8,6,6,4,5,7,6,9,6,9,7,8,4,0.595,119,14,17,18,19
2,5,9,4,6,13,5,5,2,5,4,3,3,3,3,11,6,8,5,4,0.53,106,16,8,15,17
4,2,7,0,6,7,2,6,5,4,3,8,7,5,8,8,6,3,3,1,0.475,95,11,17,10,21
4,6,4,5,5,2,1,2,5,8,5,6,8,5,3,6,7,6,6,5,0.495,99,12,12,18,12
3,3,7,4,4,3,3,0,4,3,8,3,6,6,5,2,2,6,2,7,0.405,81,4,14,11,10
4,4,9,6,3,4,4,3,6,5,3,4,4,4,5,11,2,9,5,8,0.515,103,16,13,14,16
3,2,5,7,2,3,1,3,5,6,3,3,4,2,3,2,4,3,7,7,0.375,75,9,8,15,11
7,4,7,4,3,6,7,3,3,9,3,6,5,1,4,2,6,4,3,4,0.455,91,5,12,16,16
4,9,5,5,4,4,5,3,7,3,2,5,6,3,5,2,5,4,6,6,0.465,93,8,12,12,13
5,7,5,8,10,8,2,3,5,8,3,7,3,9,6,4,6,5,4,5,0.565,113,8,20,26,15
6,6,3,2,5,4,6,2,6,1,5,7,3,4,3,4,5,4,5,7,0.44,88,9,13,8,12
6,4,5,2,6,5,7,6,4,6,6,3,5,11,5,5,2,2,4,4,0.49,98,9,22,14,14
5,6,4,5,2,6,3,5,6,5,7,3,9,3,2,5,8,5,2,9,0.5,100,7,10,12,12
6,3,4,4,6,3,4,8,4,5,5,3,7,2,8,9,3,4,7,6,0.505,101,16,16,15,15
4,6,5,6,6,3,3,4,4,3,3,3,2,4,10,2,1,2,7,7,0.425,85,9,18,15,12
7,8,4,7,5,2,7,3,8,1,3,6,8,2,4,6,5,4,4,3,0.485,97,10,13,13,13
6,1,8,2,1,3,8,7,7,0,4,4,2,4,8,8,5,6,2,7,0.465,93,10,18,3,19
4,8,5,5,5,7,4,2,2,8,5,7,2,5,4,4,8,6,5,3,0.495,99,9,13,18,14
8,10,2,5,6,7,3,9,4,3,6,5,5,4,8,9,5,4,3,2,0.54,108,12,20,14,16
5,3,7,12,6,4,5,5,5,9,9,6,6,4,4,3,7,6,9,1,0.58,116,12,13,27,18
4,3,5,4,12,4,5,3,2,7,5,6,6,4,7,2,6,6,4,6,0.505,101,6,15,23,14
2,4,6,1,8,10,0,6,7,4,3,6,4,9,7,4,7,3,9,4,0.52,104,13,18,13,18
5,5,6,2,4,6,5,6,8,4,4,4,3,2,6,8,7,4,0,3,0.46,92,8,13,10,16
10,4,3,6,2,7,1,8,7,7,7,3,6,6,4,8,2,5,8,5,0.545,109,16,20,15,14
3,7,8,2,7,2,8,8,7,5,6,4,2,6,2,3,4,10,3,7,0.52,104,6,11,14,20
4,1,3,5,0,3,3,3,5,5,3,6,8,8,3,2,4,6,3,6,0.405,81,5,15,10,12
9,6,4,6,3,7,7,4,5,5,3,4,2,3,5,7,1,3,4,7,0.475,95,11,17,14,12
7,6,4,7,4,5,10,4,2,4,3,3,6,7,4,1,11,7,7,6,0.54,108,8,18,15,11
5,4,4,5,8,4,6,6,3,8,5,8,5,6,3,4,4,3,6,4,0.505,101,10,14,21,18
6,5,6,4,5,3,10,1,4,6,6,7,6,6,3,6,5,6,2,6,0.515,103,8,15,15,14
9,4,7,8,5,8,5,12,4,4,5,5,5,6,6,4,4,8,6,1,0.58,116,10,21,17,24
6,9,4,7,9,5,5,7,4,4,3,4,5,3,6,3,5,6,4,2,0.505,101,7,15,20,15
6,4,2,7,5,5,2,4,3,7,3,3,3,1,4,1,4,3,5,3,0.375,75,6,11,19,9
4,3,4,7,4,4,4,3,6,6,5,1,3,3,3,8,6,4,1,4,0.415,83,9,10,17,8
4,3,5,6,7,3,4,5,5,6,4,4,2,9,8,5,3,6,1,5,0.475,95,6,21,19,14
4,4,8,5,5,8,6,4,9,6,2,5,11,4,3,1,5,9,6,5,0.55,110,7,11,16,17
4,2,7,5,4,4,5,2,2,1,4,6,7,6,3,10,2,3,3,7,0.435,87,13,13,10,15
8,6,2,5,7,6,6,6,3,7,8,3,2,3,6,3,6,5,8,7,0.535,107,11,17,19,11
6,3,3,5,3,4,6,2,4,3,8,5,7,6,6,2,2,4,6,5,0.45,90,8,18,11,10
4,4,4,5,6,8,4,5,6,7,4,9,2,6,3,5,8,4,4,6,0.52,104,9,13,18,18
4,3,4,6,5,7,6,8,2,3,8,5,3,6,3,5,9,4,7,4,0.51,102,12,13,14,17
8,3,3,5,5,4,3,2,2,8,5,6,7,7,2,3,4,9,9,0,0.475,95,12,17,18,11
8,4,4,11,6,6,5,10,5,4,2,6,8,5,9,3,4,5,3,5,0.565,113,6,22,21,20
5,8,5,4,3,9,9,5,5,5,1,6,4,9,5,3,5,5,3,9,0.54,108,6,19,12,16
5,6,4,3,4,9,2,5,5,3,9,5,7,4,4,4,2,4,6,7,0.49,98,10,13,10,14
5,3,3,8,2,2,6,7,6,1,2,3,7,6,2,7,4,3,4,6,0.435,87,11,13,11,13
5,1,3,0,8,7,2,3,6,9,1,5,6,4,6,6,3,4,6,4,0.445,89,12,15,17,11
5,6,4,5,3,8,8,8,9,8,5,2,6,6,5,5,8,3,7,3,0.57,114,12,16,16,14
7,5,3,5,4,3,2,4,6,6,4,6,3,3,6,8,6,6,5,2,0.47,94,13,16,15,13
6,4,5,5,4,4,5,3,7,3,5,5,4,8,2,3,5,6,0,5,0.445,89,3,16,12,13
7,7,5,3,4,6,5,4,2,5,3,8,5,10,2,8,10,7,5,0,0.53,106,13,19,12,17
5,5,8,2,5,6,4,2,1,6,3,5,8,5,11,7,6,5,6,6,0.53,106,13,21,13,15
